id,target
9477,1
9478,0
9479,0
9483,1
9487,0
9494,0
9497,1
9498,0
9506,1
9512,1
9514,1
9515,1
9516,1
9517,1
9518,0
9521,0
9523,0
9527,1
9528,0
9530,1
9532,0
9534,0
9535,0
9536,0
9543,0
9544,1
9545,1
9546,0
9549,0
9558,1
9560,1
9561,1
9570,1
9573,1
9578,0
9584,0
9587,0
9588,0
9599,0
9601,1
9604,0
9614,1
9615,0
9621,0
9622,1
9623,1
9624,1
9626,0
9628,1
9630,1
9631,1
9633,1
9635,1
9637,1
9641,0
9647,1
9648,1
9649,0
9658,0
9662,0
9668,1
9671,1
9676,1
9677,1
9679,0
9682,1
9685,0
9689,0
9692,0
9693,1
9694,0
9696,0
9700,0
9711,1
9713,0
9720,0
9721,0
9725,0
9726,0
9727,1
9735,1
9740,1
9742,1
9743,0
9747,1
9748,0
9751,1
9758,0
9767,0
9768,0
9773,0
9777,1
9781,1
9784,0
9786,0
9789,1
9792,1
9793,1
9798,1
9799,1
9802,1
9803,1
9804,1
9805,1
9807,0
9809,0
9811,0
9814,0
9817,0
9821,1
9824,1
9825,1
9827,0
9839,1
9840,1
9843,1
9844,0
9845,0
9847,0
9848,0
9851,0
9852,0
9855,1
9856,1
9863,1
9867,0
9871,1
9876,1
9879,1
9882,1
9891,0
9892,0
9893,0
9895,1
9899,1
9900,1
9902,0
9903,0
9904,0
9908,0
9913,0
9914,0
9917,1
9922,0
9924,0
9926,1
9927,0
9928,0
9929,0
9936,0
9939,1
9947,0
9951,1
9954,1
9956,1
9957,0
9959,0
9962,1
9964,0
9966,0
9968,0
9969,0
9970,0
9975,1
9977,1
9981,1
9993,0
9996,1
9997,0
9999,0
10002,0
10007,1
10015,1
10019,1
10022,0
10024,1
10026,1
10033,1
10043,1
10046,1
10051,0
10053,0
10062,0
10063,1
10065,0
10068,1
10078,1
10086,1
10094,0
10095,1
10096,0
10097,1
10103,1
10104,0
10108,1
10122,0
10123,0
10128,0
10131,1
10133,1
10134,1
10135,0
10145,1
10148,0
10154,1
10155,0
10158,0
10160,1
10161,1
10162,1
10165,1
10166,1
10167,1
10170,1
10178,0
10180,1
10181,1
10185,0
10188,1
10190,0
10196,1
10200,1
10205,1
10211,0
10216,0
10219,1
10221,0
10225,1
10227,0
10228,0
10230,0
10232,1
10233,1
10235,1
10238,1
10240,0
10242,0
10248,1
10254,1
10257,1
10261,1
10262,0
10266,1
10267,0
10271,1
10277,0
10279,0
10281,0
10282,1
10285,0
10292,0
10298,0
10300,1
10309,1
10311,1
10312,1
10319,0
10324,1
10326,0
10328,1
10343,0
10346,0
10347,0
10353,1
10354,1
10356,1
10357,1
10362,1
10363,0
10370,1
10373,0
10386,1
10388,0
10389,1
10391,1
10397,1
10400,1
10403,1
10404,0
10408,1
10417,0
10425,0
10435,0
10437,1
10438,0
10440,1
10442,1
10447,0
10452,0
10453,1
10454,1
10459,0
10460,0
10463,0
10465,1
10469,0
10474,1
10475,1
10476,1
10477,1
10480,1
10491,1
10493,0
10494,1
10495,1
10497,1
10501,0
10504,0
10507,1
10509,0
10510,1
10512,1
10514,1
10526,0
10528,1
10530,1
10531,1
10532,0
10538,1
10539,0
10542,0
10547,0
10549,1
10556,0
10569,0
10572,1
10577,0
10579,0
10586,0
10594,1
10595,1
10597,1
10602,1
10604,1
10614,1
10617,1
10618,1
10619,1
10624,1
10633,0
10634,1
10635,1
10638,0
10639,1
10642,0
10643,1
10645,0
10646,0
10649,0
10652,0
10653,1
10654,0
10661,1
10664,1
10668,1
10670,0
10674,1
10683,1
10694,0
10697,1
10699,1
10701,1
10703,1
10713,1
10714,1
10716,1
10717,0
10719,0
10725,0
10728,0
10734,1
10738,1
10740,0
10742,0
10756,0
10757,0
10758,1
10761,0
10762,0
10773,0
10778,0
10781,1
10791,0
10792,1
10796,0
10797,1
10801,1
10804,1
10806,1
10807,1
10816,1
10820,1
10828,0
10836,1
10838,0
10845,0
10856,1
10857,1
10858,0
10861,1
10865,0
10868,1
10874,1
10875,0
